date,time,totaldistance,voltage,current,phase_current,speed,system_temp,temp_motor
2030-11-27,14:15:35,25797970.0,69.12571917293432,38.69057090317931,75.95482604528362,25.92161715876735,20.27712931006143,18.942865403981173
2030-11-27,14:15:35,25797970.0,69.33420767637215,38.0640085861759,40.08822749039046,48.67051646726081,19.62973049033022,18.546079532948916
2030-11-27,14:15:36,25797970.0,74.5194891353413,22.480885720048967,42.572820699912974,27.65664659517223,19.89530185110589,19.857496511880644
2030-11-27,14:15:36,25797970.0,69.57025941422388,37.354611562540136,91.26643523095946,13.918896882277414,20.520628134607325,19.52280401946513
2030-11-27,14:15:37,25797970.0,61.814683250632044,60.66214023020936,167.43720989072025,5.996001272249224,20.608114579223397,18.86889343781995
2030-11-27,14:15:37,25797970.0,70.75445391015879,33.795798319022666,68.91624481482594,24.020108828117984,19.948781948184994,19.639133737715696
2030-11-27,14:15:38,25797970.0,77.23224433414529,14.328348986374415,32.24732402967413,18.73510154530048,21.117268753685224,19.81508434486545
2030-11-27,14:15:38,25797970.0,69.1950579380419,38.482189833683464,79.61014644293137,23.281174494617368,20.919034024160183,19.6187570276051
2030-11-27,14:15:39,25797970.0,69.21692783071234,38.41646510355088,49.893627731844724,42.531091423067316,19.21982274195014,20.342265497219504
2030-11-27,14:15:39,25797970.0,68.14503776546381,41.63777424904693,100.22703114770091,14.822052838237937,20.323116604329577,20.731336153312707
2030-11-27,14:15:40,25797970.0,63.006319582197136,57.08096233013616,96.82033243465187,32.595173380803736,21.549773315420698,21.968142354867794
2030-11-27,14:15:40,25797970.0,69.16623925059406,38.56879750404697,54.34766801293915,39.77225663618594,20.485559050032236,18.601350798897037
2030-11-27,14:15:41,25797970.0,62.13831708201141,59.689536178158015,85.2582963388634,39.29093698919473,21.102727272529883,21.38148456329322
2030-11-27,14:15:41,25797970.0,67.90194837388927,42.36832125721476,86.85552376391755,23.74972551034978,21.435571769408888,21.828989058982486
2030-11-27,14:15:42,25797970.0,66.9908204930874,45.10649811909569,90.64770647077391,24.75906451913272,20.76659159231165,21.207972975945346
2030-11-27,14:15:42,25797970.0,63.84733224353006,54.553499985570454,130.61533660600722,15.143466211812571,20.37711760714759,20.481968679022238
2030-11-27,14:15:43,25797970.0,62.793614006199675,57.72019804979904,93.77831018958157,34.38236814924265,21.95796395316644,21.401351602053126
2030-11-27,14:15:43,25797970.0,72.97675803329835,27.11719495470909,66.52624181385838,13.667843479967283,21.367850940477084,21.96873735814421
2030-11-27,14:15:44,25797970.0,66.90977262031136,45.35006811032979,102.23008957060146,18.64391618889564,21.156001532617392,22.682353956970665
2030-11-27,14:15:44,25797970.0,67.83334661028084,42.57448744502972,52.270052909775885,44.30670452740937,20.65032991294797,22.72746958910957
2030-11-27,14:15:45,25797970.0,72.7708327123422,27.736054239995457,48.64006494130195,31.15808892603507,22.536760831092685,21.91240350522304
2030-11-27,14:15:45,25797970.0,61.273117546281235,62.28968638710726,106.93817581866566,32.08030413169661,20.806605424553315,21.592118666614184
2030-11-27,14:15:46,25797970.0,59.86731357881115,66.51449387810318,117.05576193207241,31.003663597518702,21.749737838676584,23.50288750026805
2030-11-27,14:15:46,25797970.0,69.79974342395467,36.66495227446799,83.41006767235424,18.126840144261088,22.115003186955747,22.296675771027854
2030-11-27,14:15:47,25797970.0,74.26727265782338,23.238862001399088,47.24902045980178,24.170251476861086,21.712378071025373,23.198258003054807
2030-11-27,14:15:47,25797970.0,78.60859744103698,10.19204901084089,20.523229676044203,24.65872501639652,21.59280777545587,20.745675014703913
2030-11-27,14:15:48,25797970.0,71.47395131193971,31.63352101497827,63.94574131531221,24.463623346706875,22.24866152868415,22.18179959432343
2030-11-27,14:15:48,25797970.0,57.50856906701205,73.60313618769061,131.47670312998554,30.342696677110577,21.624884292015594,23.11196119444453
2030-11-27,14:15:49,25797970.0,72.06742101192584,29.84998981703133,54.471634994508925,29.378849600620825,21.97965124512661,21.912713850604323
2030-11-27,14:15:49,25797970.0,63.67770677389763,55.06326875230428,90.82777197456222,33.762086762801715,21.692719003884196,22.531745116375472
