date,time,totaldistance,voltage,current,phase_current,speed,system_temp,temp_motor
2029-08-29,14:15:35,19297970.0,73.06445955853313,43.70691576185316,105.77630570068735,14.496814258735931,20.284961223716,20.175421728659945
2029-08-29,14:15:35,19297970.0,69.45319310719414,61.370908176884896,114.93606253912726,28.179745113166884,20.465666665500386,19.479460894392844
2029-08-29,14:15:36,19297970.0,76.63392313514612,26.247396118918616,73.49270913297212,5.0,20.594759787849593,21.310008147870345
2029-08-29,14:15:36,19297970.0,71.91691092119734,49.319985497613985,84.93562321169149,31.946650351407477,20.837186954057014,20.910290150818252
2029-08-29,14:15:37,19297970.0,73.55806770145826,41.29250225619938,84.41845770429975,23.88995998563775,20.78668983178294,21.374429293958023
2029-08-29,14:15:37,19297970.0,71.61321733113061,50.805459179414356,119.93794224485019,15.981764468803718,20.044393561658648,19.321586755323555
2029-08-29,14:15:38,19297970.0,69.80997152716832,59.62577765572546,131.38241484860046,19.913752065762488,20.925332070361268,20.03545482943965
2029-08-29,14:15:38,19297970.0,73.80321432253459,40.093402684452975,74.00100566830675,28.857118183060745,19.64125949539613,19.329649196513273
2029-08-29,14:15:39,19297970.0,75.02794667773735,34.10279985183057,66.71987994058324,26.08914793619074,20.981582479137412,20.523301595314255
2029-08-29,14:15:39,19297970.0,72.5964731452734,45.99600424799716,118.40709243173075,10.642728989395515,20.541660593096985,22.07106994146932
2029-08-29,14:15:40,19297970.0,76.45340145312379,27.130392060912598,49.840086385669906,29.0735660271975,20.29918409006181,21.67674725008514
2029-08-29,14:15:40,19297970.0,73.93551807286367,39.4462578465453,99.36989645270349,12.02197503799065,20.112274091284224,20.87599015172957
2029-08-29,14:15:41,19297970.0,77.58064731884912,21.616630423450108,37.41119743722975,31.7333151555325,20.34734622771048,20.341068336020193
2029-08-29,14:15:41,19297970.0,76.26581583870424,28.04794021608885,44.848554598746986,35.02509074354329,21.983600324139818,20.78220083935918
2029-08-29,14:15:42,19297970.0,68.08863816998877,68.04543313522817,120.26814026580116,30.813294616411035,21.163682383625357,19.724762696663976
2029-08-29,14:15:42,19297970.0,71.13165900299697,53.160932742544574,117.13258710932278,19.9160402825373,21.102593118081696,19.326533880580605
2029-08-29,14:15:43,19297970.0,71.26440064010491,52.51164604419966,69.97021163863582,41.68824112857694,21.156156874988756,23.02298782625475
2029-08-29,14:15:43,19297970.0,77.91946146156218,19.95936959054484,21.50500174197227,48.06402684160973,20.779288734364627,21.460746379994433
2029-08-29,14:15:44,19297970.0,77.52023244523846,21.912141121315667,51.41014553549975,16.345136868563415,21.26975751229103,19.816499164714692
2029-08-29,14:15:44,19297970.0,72.52579971536329,46.34169320412865,121.53554935227848,9.435094539526505,20.376661425508413,22.806838820284298
2029-08-29,14:15:45,19297970.0,75.20012870708804,33.260596125952674,74.50120048267375,19.001905287153175,20.687340775698544,20.962313404335
2029-08-29,14:15:45,19297970.0,76.26513388814244,28.051275879550207,54.158562264162825,26.732532152267257,20.39134191992354,21.983852835379658
2029-08-29,14:15:46,19297970.0,77.49262952142956,22.047156868107855,48.590032001331906,19.90215644129216,21.007509641759214,21.456582673016353
2029-08-29,14:15:46,19297970.0,74.85208320471952,34.963010831919355,49.61200278858448,39.52536437215857,21.215512530047707,21.954521565419615
2029-08-29,14:15:47,19297970.0,73.28820186866103,42.61251231024538,101.21927276675123,15.616460237187805,21.511450149009942,21.807116883743927
2029-08-29,14:15:47,19297970.0,72.88823553861,44.568890305469154,75.23801011895983,32.79678964223213,20.901647016706683,21.99145678241081
2029-08-29,14:15:48,19297970.0,72.13497313442176,48.253365426150495,86.4616526910366,30.204340708959407,20.642861199003885,20.746293698948453
2029-08-29,14:15:48,19297970.0,73.92247179124936,39.51007186375633,73.37675808313628,28.57085255617645,21.480565591104433,21.635418770235912
2029-08-29,14:15:49,19297970.0,74.11669878214421,38.560038367144934,62.88809163320246,34.22715958266121,21.597456703649556,21.25778339464067
2029-08-29,14:15:49,19297970.0,78.70179153650653,16.132714123251827,27.714253699519844,32.05271058579082,21.934633708156415,21.6480737139723
2029-08-29,14:15:50,19297970.0,75.12833556286772,33.61176200419711,62.28102210400154,28.67616989535948,20.854726256792652,20.96131165420254
2029-08-29,14:15:50,19297970.0,71.61299462224383,50.80654852802371,135.15916000027607,8.49323860991787,21.56558839741898,21.68790019112815
2029-08-29,14:15:51,19297970.0,73.5217628329155,41.47008231881984,99.60516991879396,14.95359766045641,21.332449954784106,21.748304183641288
2029-08-29,14:15:51,19297970.0,77.99417632442409,19.5939125441966,39.25645616940799,24.912433158946705,22.44000579337621,21.472748657430763
2029-08-29,14:15:52,19297970.0,76.662180996754,26.109176837723854,49.539020638537046,27.5655089143211,22.133225268604612,21.63574110676937
2029-08-29,14:15:52,19297970.0,72.1386454558375,48.235402792125186,109.03841654776866,18.486313871121,20.785429587996738,22.479601870293966
2029-08-29,14:15:53,19297970.0,70.94983822203405,54.0502830408681,101.47315132100839,28.065393180141513,21.49018277857298,22.001922536178753
2029-08-29,14:15:53,19297970.0,76.58790480568939,26.47248818382973,59.92379643623783,18.40936520575985,21.567967370594047,22.067292954999743
2029-08-29,14:15:54,19297970.0,80.97778872225231,5.0,7.789978101558068,36.05010949220966,21.86517546369042,22.774173668911985
2029-08-29,14:15:54,19297970.0,76.55673747544706,26.624938713973556,46.10030231633392,31.713231519910394,22.220303310348516,22.162667450597436
2029-08-29,14:15:55,19297970.0,70.51633878435942,56.170683427321435,148.24646053219786,9.019647133182849,22.50960165401054,21.49725295056278
2029-08-29,14:15:55,19297970.0,73.35031380689902,42.30870066391505,77.35157518870604,29.29334039163785,21.232925792794948,22.536540097702222
2029-08-29,14:15:56,19297970.0,77.92055330055888,19.95402901653405,44.865928050581445,18.788384775068216,22.404210337867482,22.24324719867257
2029-08-29,14:15:56,19297970.0,75.01480096671996,34.1671002137203,80.99470617969894,15.73633285158458,21.67463114894152,23.64045498004964
2029-08-29,14:15:57,19297970.0,71.63811077149835,50.683696482652785,99.61829740249952,25.862750590520115,21.469737986021943,22.96813463700013
2029-08-29,14:15:57,19297970.0,75.26367681688883,32.94975965220133,83.65581351873551,11.527751338888317,22.00838015869314,22.404051955089894
2029-08-29,14:15:58,19297970.0,70.62920608067515,55.61860921931416,153.17695673895403,6.148513560025481,22.33328705346375,24.055706303580614
2029-08-29,14:15:58,19297970.0,76.0445773879737,29.130096398213915,48.80958365933397,33.11069160903405,22.668117014251848,23.339957361435438
2029-08-29,14:15:59,19297970.0,76.5677118196788,26.571259281596696,51.76366591405656,26.2973158653529,22.207642399179367,22.174387191611352
2029-08-29,14:15:59,19297970.0,73.78048840159161,40.204563270516196,91.46184259329239,18.127200525788666,22.084391474291277,21.728451729691184
